,Customer_ID,Name,Age,Salary,Join_Date,Department,Performance_Score,Email,City,Gender,Is_Active
494,694,Customer_694,50,30080.81,,Support,45.5,user693@company.com,Philadelphia,Other,TRUE
495,416,Customer_416,21,37150.82,not a date,Operations,28.7,user415@company.com,Chicago,Female,TRUE
496,274,Customer_274,79,,19-Oct-2021,IT,92.8,user273@outlook.com,New York,Female,FALSE
497,745,Customer_745,54,50886.57,2017-08-25,Operations,47,user744@gmail.com,Houston,Female,FALSE
498,1972,Customer_1972,70,16939.17,2016-04-06,Sales,31.6,user1971@gmail.com,San Diego,Other,TRUE
499,1476,Customer_1476,39,48036.68,2015-05-08,Support,72.8,user1475@outlook.com,Chicago,Other,TRUE
500,251,Customer_251,44,44713.94,,HR,15.6,user250@gmail.com,Houston,Female,TRUE
501,414,Customer_414,53,43899.3,13/01/2020,Sales,5.1,user413@yahoo.com,San Jose,Female,FALSE
502,629,Customer_629,29,54311.79,2017-07-31,IT,55.1,user628@gmail.com,Philadelphia,Female,FALSE
503,1420,Customer_1420,42,66191.32,2015-07-15 00:00:00,IT,51.6,user1419@gmail.com,San Diego,Other,FALSE
504,1238,Customer_1238,56,70899.11,2015-06-28,HR,48.3,,Los Angeles,Other,FALSE
505,311,Customer_311,41,57709.68,2017-08-06 00:00:00,HR,5,user310@gmail.com,Los Angeles,Male,FALSE
506,583,Customer_583,69,40769.17,2020-03-03,Finance,81.5,user582@outlook.com,Los Angeles,Male,FALSE
507,382,Customer_382,20,45068.31,2020-04-09,IT,27.8,user381@outlook.com,San Antonio,Other,TRUE
508,1842,Customer_1842,,62979.86,29-Apr-2017,Support,13.9,user1841@gmail.com,Chicago,Other,
509,426,Customer_426,34,73061.02,01-13-2020,Finance,21.6,user425@company.com,San Antonio,Female,TRUE
510,1905,Customer_1905,,32695.96,,Marketing,44.4,user1904@gmail.com,Houston,Other,TRUE
511,1838,Customer_1838,24,,13/09/2015,Support,12,user1837@gmail.com,Phoenix,Male,FALSE
512,1171,Customer_1171,51,76704,2018-03-09 00:00:00,Marketing,Good,user1170@gmail.com,San Antonio,Male,TRUE
513,1375,Customer_1375,55,79248.56,2017-11-04 00:00:00,Support,4.1,user1374@company.com,San Diego,Female,TRUE
514,708,Customer_708,30,1000000,,Operations,62,user707@yahoo.com,New York,Male,FALSE
515,1600,Customer_1600,44,39895.31,,Sales,0.9,user1599@company.com,Chicago,Male,FALSE
516,1487,Customer_1487,64,62130.49,TBD,HR,89.3,user1486@yahoo.com,New York,Male,TRUE
517,927,Customer_927,31,66181.06,,Sales,69.4,user926@company.com,Los Angeles,Female,
518,1617,Customer_1617,46,42484.54,2016-01-18,Support,21.5,user1616@outlook.com,Chicago,Female,TRUE
519,183,Customer_183,31,31993.77,2020-01-10,HR,94,user182@outlook.com,Philadelphia,Female,FALSE
520,171,Customer_171,44,45857.57,2017-02-21,HR,46.2,user170@outlook.com,New York,Female,FALSE
521,573,Customer_573,21,62418.94,,Marketing,89.4,user572@outlook.com,Dallas,Other,FALSE
522,1252,Customer_1252,62,49093.64,Jan 13 2020,Sales,,user1251@outlook.com,Dallas,Other,FALSE
523,1907,Customer_1907,42,77754.2,2016-03-23,Operations,86.2,user1906@outlook.com,Houston,Other,FALSE
524,29,Customer_29,77,65008.09,01-13-2020,Operations,16.5,user28@gmail.com,San Antonio,Female,TRUE
525,1382,Customer_1382,79,64352.83,2022/01/17,HR,46.4,user1381@gmail.com,San Antonio,Other,TRUE
526,1731,Customer_1731,72,63045.67,2015-07-05,Support,79.2,user1730@gmail.com,Phoenix,Male,TRUE
527,273,Customer_273,29,30449.13,2019-09-01,Marketing,33.2,user272@company.com,Houston,Male,TRUE
528,1573,Customer_1573,71,56443.91,2019-08-05,Marketing,19.2,user1572@gmail.com,Philadelphia,Male,TRUE
529,1736,Customer_705,60,40114.86,2015-09-16,Operations,16.3,user704@company.com,Chicago,Other,0
530,1562,,18,64921.34,2020-03-29 00:00:00,Marketing,86.1,user1561@company.com,San Antonio,Male,TRUE
531,372,Customer_372,54,69683.4,2020-10-26,Marketing,5.2,user371@company.com,San Diego,Male,TRUE
532,223,Customer_223,23,101573.01,2018-03-05,IT,pending,,Los Angeles,Male,TRUE
533,1809,Customer_1809,,71894.45,2017-07-21 00:00:00,IT,14.4,user1808@yahoo.com,Philadelphia,Other,TRUE
534,945,Customer_945,29,47300.33,,Financ,27.6,USER1667@YAHOO.COM,Chicago,Female,TRUE
535,793,Customer_793,69,51987.23,2019-01-07,Operations,62.5,user792@yahoo.com,Los Angeles,Other,FALSE
536,519,Customer_519,43,30153.51,2022-05-05,,59.4,user518@gmail.com,Philadelphia,Female,FALSE
537,335,CUSTOMER_335,36,24706.67,10/11/2016,Support,21.5,user334@gmail.com,San Diego,Other,FALSE
538,1310,Customer_1310,28,35795.97,2022-10-22,Sales,37.8,user1309@outlook.com,New York,Male,FALSE
539,1685,Customer_1685,77,64235.51,2016-02-01,Sales,72.7,user1684@company.com,San Antonio,Other,TRUE
540,1424,Customer_1424,56,47093.18,2016-05-24,Support,84.2,user1423@gmail.com,San Diego,Other,FALSE
541,1404,Customer_1404,31,35150.93,20170405,Support,42.9,user1403@company.com,Chicago,Female,TRUE
542,16,Customer_16,70,37204.97,2020-06-22,Finance,89,user15@gmail.com,Phoenix,Female,FALSE
543,1660,Customer_1660,31,55006.32,2019-12-06,Marketing,58.5,USER1023@COMPANY.COM,Houston,Male,FALSE
544,1993,Customer_1993,31,46900.19,2019-06-30,Marketing,7.5,user1992@yahoo.com,San Jose,Female,TRUE
545,1563,Customer_1563,63,61367.1,2021-03-09,IT,69.5,,Philadelphia,Male,FALSE
546,1711,Customer_1711,45,60614.17,2021-07-17,Marketing,,user1710@yahoo.com,San Diego,Male,FALSE
547,618,Customer_618,62,67442.11,,IT,42.6,user617@company.com,Phoenix,Female,TRUE
548,922,Customer_922,74,,unknown,Marketing,13.1,USER898@OUTLOOK.COM,San Jose,Male,FALSE
549,466,Customer_466,70,37672.3,2018-02-05 00:00:00,Sales,50.7,user465@yahoo.com,Chicago,Other,FALSE
550,1266,Customer_1266,58,35108.57,2016-07-20,Marketing,21,user1265@outlook.com,new york,Other,TRUE
551,200,Customer_200,21,87454.85,04/03/2021,sales,,user199@company.com,Dallas,Male,FALSE
552,1224,Customer_1224,35,69038.22,,IT,91.6,user1223@yahoo.com,Phoenix,Female,FALSE
553,1466,Customer_1466,55,75067.47,2022-03-04,Finance,pending,user1465@outlook.com,New York,Male,FALSE
554,1538,Unknown,29,52252.13,2015-09-23,IT,51.7,user1537@gmail.com,New York,Other,
555,1319,Customer_1319,68,62797.97,2017-11-14,Sales,36,user1318@gmail.com,New York,Male,FALSE
556,1712,Customer_1712,64,27422.4,2018-12-16,Support,35.2,user1711@yahoo.com,Chicago,Male,TRUE
557,1987,Customer_1987,52,59695.75,2022/03/01,Support,43.7,user1986@company.com,New York,Other,TRUE
558,1421,Customer_1421,35,38718.16,09/05/2022,Operations,49.7,user1420@company.com,Chicago,Other,FALSE
559,1434,Customer_1434,50,58204.69,not a date,IT,Poor,user1433@company.com,Los Angeles,Male,FALSE
560,1119,Customer_1119,51,70980.21,2021-11-24,Marketing,17.2,user1118@outlook.com,Chicago,Male,FALSE
561,1594,Customer_1594,55,87048.39,2016-05-23,Sales,95.2,user1593@yahoo.com,Chicago,Female,FALSE
562,44,,33,47482.9,2015-07-25,IT,57.3,user43@yahoo.com,San Diego,Female,TRUE
563,275,Customer_275,56,77420.33,20210907,Sales,84.5,user274@company.com,Houston,Male,FALSE
564,1114,Customer_1114,34,49631.33,2019-02-19,Sales,91.2,user1113@company.com,Chicago,Male,FALSE
565,102,Customer_102,79,44441.58,2022-01-13 00:00:00,IT,92.2,user101@gmail.com,Los Angeles,Female,TRUE
566,887,Customer_887,78,62043.39,not a date,Support,61.9,user886@outlook.com,San Antonio,Female,TRUE
567,1839,,27,78267.33,2022-11-30 00:00:00,HR,23,user1838@yahoo.com,Phoenix,Male,TRUE
568,1589,Customer_1589,52,85687.26,,Support,45,user1588@company.com,Philadelphia,Male,TRUE
569,108,Customer_108,25,82702.09,2021-09-25,SALES,65.2,user107@yahoo.com,Chicago,Other,FALSE
570,1076,Customer_1076,54,57127.92,2016-12-11,Operations,30.7,user1075@company.com,Philadelphia,Male,FALSE
571,498,Customer_498,200,46843.31,2020-04-21,Finance,,user497@yahoo.com,San Diego,Male,FALSE
572,749,Customer_749,66,40689.07,2019-02-13,Operations,Good,user748@outlook.com,San Jose,Other,TRUE
573,1129,Customer_1129,68,29671.57,2022-04-23 00:00:00,Operations,86.9,user1128@outlook.com,San Antonio,Female,FALSE
574,1180,Customer_1180,64,44557.71,2016-08-02,Marketing,87.7,user1179@company.com,Dallas,Male,FALSE
575,655,Customer_655,50,,2019-08-29,Marketing,99.7,user654@company.com,Chicago,Male,TRUE
576,1448,Customer_1448,23,47794.34,2015/11/24,Finance,30.6,user1447@outlook.com,Philadelphia,Female,FALSE
577,1316,Customer_1316,47,66794.69,,IT,57.6,user1315@company.com,Phoenix,Other,FALSE
578,1673,Customer_1673,18,0,2020/01/13,IT,71.7,user1672@gmail.com,New York,Male,TRUE
579,965,Customer_965,34,68602.87,2016-10-06,Finance,17.7,user964@company.com,Houston,Other,FALSE
580,73,Customer_73,37,71555.71,2017-09-04,HR,76,user72@outlook.com,Philadelphia,Female,TRUE
581,768,Customer_768,52,49346.29,,Finance,19.7,USER61@GMAIL.COM,San Jose,Female,FALSE
582,1232,Customer_1232,54,68524.16,2016-10-26,Support,11.9,user1231@outlook.com,Los Angeles,Female,FALSE
583,1587,Customer_1587,43,41710.69,2022-03-05,Marketing,94.4,user1586@yahoo.com,San Diego,Other,TRUE
584,1915,Customer_1915,46.1,64817.39,2017-07-13,Sales,53.1,user1914@company.com,NEW YORK,Male,TRUE
585,482,Customer_482,78,53555.9,2018-11-14,Marketing,52.4,user481@outlook.com,San Diego,Other,FALSE
586,1084,,77,41503.18,2020/03/15,Support,63.6,user1083@gmail.com,Chicago,Other,TRUE
587,507,Customer_507,43,,2016-06-01,HR,94.3,user506@outlook.com,Houston,Male,FALSE
588,756,Customer_756,49,52461.24,,Finance,22.7,user755@outlook.com,San Diego,Male,FALSE
589,786,Customer_786,36,76439.86,2017-10-23,HR,82,user785@company.com,San Antonio,Male,FALSE
590,1215,Customer_1215,24,38731.99,TBD,Support,73.7,user1214@yahoo.com,Chicago,Other,FALSE
591,1940,,38,58735.18,2016-01-02,Finance,30.4,user1939@gmail.com,Phoenix,Other,FALSE
592,675,Customer_675,22,72953.42,2022-07-25,Marketing,58,,Phoenix,Other,TRUE
593,1623,,38,58957.78,2016-09-23,IT,31,user1622@yahoo.com,San Antonio,Female,TRUE
594,312,Customer_312,22,66276.1,2018-03-26,IT,46.5,user311@company.com,Chicago,Other,TRUE
595,1756,Customer_1756,20,51649.74,2019-02-06 00:00:00,Operations,6.4,user1755@gmail.com,San Jose,Male,TRUE
596,406,Customer_406,63,38087.43,20201008,HR,41,user405@gmail.com,Houston,Female,TRUE
597,1828,Customer_1117,41,41468.71,2022/03/25,Support,25.6,user1116@company.com,New York,Other,TRUE
598,1161,Customer_1161,78,38465.8,2015-08-03,Marketing,70.6,user1160@gmail.com,Phoenix,Male,TRUE
599,310,Customer_310,55,51105.91,,Support,83.6,user309@yahoo.com,Chicago,Female,TRUE
600,227,Customer_227,61,53757.24,2017-07-20,Support,56.1,user226@company.com,San Jose,Female,TRUE
601,1724,,21,45088.87,,Marketing,93.6,user1723@gmail.com,Los Angeles,Female,TRUE
602,1006,Customer_1006,76,70438.33,,Finance,8.4,user1005@yahoo.com,NEW YORK,Other,TRUE
603,1552,Customer_1552,26,35829.12,12/05/2016,Operations,16.5,,San Antonio,Male,FALSE
604,1850,Customer_1850,71,62449.97,2016-12-10,Marketing,77.9,user1849@yahoo.com,Dallas,Other,TRUE
605,846,Customer_846,22,56344.93,9999-99-99,Support,98.9,user845@gmail.com,New York,Other,TRUE
606,149,Customer_149,57.6,60482.6,2020-03-18,Operations,98.5,user148@outlook.com,Chicago,Female,FALSE
607,638,Customer_638,45,78986.84,,Operations,47.4,user637@company.com,Dallas,Other,TRUE
608,728,CUSTOMER_728,58,55730.12,2021-01-21,Support,31.9,user727@outlook.com,Chicago,Male,TRUE
609,1133,Customer_1133,72,59901.98,20200502,HR,81.8,user1132@outlook.com,San Diego,Other,TRUE
610,833,Customer_833,,37873.54,2015/11/27,IT,4.7,user832@company.com,Chicago,Female,TRUE
611,1199,Customer_1199,64,72254.44,20220908,HR,12.2,user1198@outlook.com,Phoenix,Male,TRUE
612,576,Customer_576,49,57499.79,,Sales,29.9,user575@company.com,San Diego,Female,FALSE
613,558,Customer_558,47.7,70494.32,2018-08-21,Support,92.4,user557@yahoo.com,San Diego,Male,TRUE
614,711,Customer_711,63,41432.28,2019-07-31,HR,4.2,user710@gmail.com,,Male,FALSE
615,1279,Customer_1279,50,92008.06,2016-10-18,IT,47.8,user1278@company.com,Los Angeles,Male,TRUE
616,1376,,72,38519.46,not a date,Sales,74.5,user1375@company.com,Chicago,Other,FALSE
617,1179,Customer_1179,74,"$74,306",2022-06-11 00:00:00,Support,81.5,user1178@company.com,New York,Female,FALSE
618,1507,Customer_1507,53,44359.32,2017-10-19,Support,,user1506@company.com,Philadelphia,Other,FALSE
619,1390,Customer_1390,26,50233.29,2018-10-18 00:00:00,Marketing,2.7,user1389@company.com,San Diego,Other,FALSE
620,287,Customer_287,45,41783.39,2021-12-18,Marketing,150,user286@company.com,Houston,Other,TRUE
621,1628,Customer_1628,58,38072.9,2018-10-14,Support,91.9,user1627@outlook.com,San Diego,Female,FALSE
622,753,Customer_753,35,47796.96,2015-09-06,Support,34.2,user752@gmail.com,San Diego,m,TRUE
623,599,Customer_599,43,73660.51,2018-05-10 00:00:00,Operations,40.5,user598@gmail.com,Phoenix,Other,TRUE
624,951,Customer_951,45,49171.39,20170531,Sale,80.8,user950@outlook.com,Philadelphia,Female,FALSE
625,1008,Customer_1008,66,61294.98,30-Jul-2020,Operations,37.4,user1007@yahoo.com,Houston,Female,FALSE
626,1661,Customer_1661,,35627.33,2019-08-30,Operations,25.6,user1660@company.com,Phoenix,Female,TRUE
627,1611,Customer_1611,69,unknown,2018-01-29,HR,44.5,user1610@company.com,San Antonio,Male,TRUE
628,1055,Customer_1055,75,49614.66,2018-06-24,Finance,23.1,user1054@outlook.com,Philadelphia,Male,FALSE
629,1248,,21,45871.21,2020-12-27 00:00:00,HR,87.8,user1247@gmail.com,New York,Other,TRUE
630,649,Customer_649,43,48637.01,2021-07-01,Sales,97.7,user648@gmail.com,Los Angeles,Female,FALSE
631,923,Customer_923,35,32924.63,2021-11-18,Finance,44.1,user922@company.com,Phoenix,Male,FALSE
632,1303,Customer_1303,53,43552.77,2022-04-16,Sales,58.7,user1302@company.com,Houston,Other,TRUE
633,1222,,77,-10000,2021-01-19,Support,67.4,user1221@company.com,Philadelphia,Female,TRUE
634,783,Customer_783,29,70181.02,,Ops,1.4,user782@yahoo.com,Los Angeles,Female,FALSE
635,610,Customer_610,64,63614.63,2017-08-29,Finance,69.5,user609@outlook.com,Los Angeles,Other,FALSE
636,1059,Customer_1059,20,63652.57,2016-11-19,IT,17.7,user1058@company.com,San Diego,Male,TRUE
637,813,Customer_813,70,56291.09,2020-08-25,IT,11.4,user812@gmail.com,Los Angeles,Male,FALSE
638,1443,Customer_1443,57,41449.85,2017-01-09,IT,74.8,user1442@company.com,New York,Female,TRUE
639,1121,Customer_1121,70,80782.76,01-13-2020,Finance,46.3,user1120@yahoo.com,Dallas,Other,FALSE
640,494,,20,61509.51,2017-08-14 00:00:00,Finance,9.3,user493@yahoo.com,New York,Other,FALSE
641,1339,Customer_1339,66,64937.22,2020-08-09 00:00:00,Operations,87.7,user1338@gmail.com,Philadelphia,Female,TRUE
642,278,Customer_278,66,81867.16,2020-11-10,Finance,51.2,user277@outlook.com,Philadelphia,Other,TRUE
643,1876,Customer_1876,22,70627.78,2018-07-22 00:00:00,IT,9,user1875@gmail.com,San Jose,Male,FALSE
644,359,Customer_359,33,68749.43,2015-04-16,IT,88.7,user358@outlook.com,Phoenix,Female,FALSE
645,1570,Customer_1570,40,60679.99,14-May-2020,Sales,80.2,user1569@yahoo.com,Chicago,Female,FALSE
646,237,Customer_237,26.7,-10000,08-12-2015,Finance,52.4,user236@gmail.com,San Antonio,Male,TRUE
647,552,Customer_552,39,39302.83,2019-12-23,Operations,83.8,user551@outlook.com,Philadelphia,Other,FALSE
648,1897,Customer_1897,26,57903.54,20171116,HR,18.3,user1896@company.com,New York,Male,FALSE
649,916,Customer_916,77,62428.19,2016-04-15,HR,69.9,user915@company.com,Phoenix,Male,FALSE
650,209,Customer_209,53,42349.4,2016-05-09,Finance,8.3,user208@gmail.com,Chicago,Female,FALSE
651,1407,Customer_1407,52,$60k,2015-06-21,Operations,35.8,user1406@company.com,Phoenix,Male,TRUE
652,467,Customer_1584,69,60173.46,2018-11-12,Finance,37.3,user1583@outlook.com,Chicago,Other,FALSE
653,59,Customer_59,38,52285.14,2021-01-18,Finance,55.4,user58@gmail.com,San Antonio,Female,FALSE
654,632,Customer_632,,72032.28,2017-06-16,Finance,29.8,user631@outlook.com,San Antonio,Female,TRUE
655,1608,Customer_1608,41,78111.79,2017/03/15,Sales,12.1,user1607@outlook.com,Dallas,Female,TRUE
656,1993,Customer_1889,76,43441.48,2016-08-22 00:00:00,IT,71.7,,Phoenix,Female,FALSE
657,1601,Customer_1601,34,35559.65,13/01/2020,Marketing,38.2,user1600@gmail.com,New York,Female,TRUE
658,364,Customer_364,77,33857.33,,Operations,13.1,user363@yahoo.com,Phoenix,Other,TRUE
659,506,,19,59525.84,2015-06-01,IT,46.4,user505@gmail.com,Los Angeles,Other,FALSE
660,1981,Customer_1981,46,-10000,,,45.4,user1980@outlook.com,Phoenix,Male,FALSE
661,1139,Customer_1139,25,41359.53,2018-11-07 00:00:00,HR,4.6,user1138@gmail.com,Dallas,Other,TRUE
662,1627,Customer_1627,37,63807.07,2021-10-14,Operations,95.5,user1626@gmail.com,Los Angeles,Female,FALSE
663,1234,Customer_1234,27,48564.22,2022-10-08,Sales,47.7,user1233@gmail.com,San Jose,Male,TRUE
664,1646,Customer_1646,36,49905.98,00/00/0000,Operations,23,user1645@gmail.com,Houston,,TRUE
665,1890,,62,48988.97,unknown,,35.9,user1889@yahoo.com,Dallas,Other,FALSE
666,944,Customer_944,55,53736.11,,Marketing,64.2,user943@yahoo.com,Chicago,Female,FALSE
667,119,,64,65174.49,2022-04-06 00:00:00,Sales,28.3,user118@yahoo.com,San Antonio,Female,TRUE
668,1822,Customer_1822,40,72433.01,2021-06-03,Operations,38.9,user1821@yahoo.com,Chicago,Female,FALSE
669,782,,53,83720.68,00/00/0000,Marketing,41.5,user781@gmail.com,Philadelphia,Female,FALSE
670,523,Customer_523,41,46561,2017-12-21,SALES,62.3,user522@company.com,Houston,Female,FALSE
671,514,Customer_514,65,55541.65,00/00/0000,Sales,12.2,user513@yahoo.com,San Diego,Other,1
672,82,Customer_82,,43862.28,2017-11-15,Marketing,4.5,user81@outlook.com,San Antonio,Other,FALSE
673,1891,Customer_1891,60,51930.67,2015-06-22,Finance,26.8,user1890@yahoo.com,New York,Female,TRUE
674,1034,Customer_1034,34,,2019-09-07,Support,65.8,user1033@yahoo.com,San Antonio,Other,FALSE
675,381,Customer_381,33,69234.1,2016-01-09,HR,28,user380@yahoo.com,San Antonio,Male,TRUE
676,1044,,79,45284.68,2019-01-22,Marketing,54.6,user1043@company.com,New York,Male,TRUE
677,1714,Customer_1714,51,28259.43,2015-07-27 00:00:00,Finance,52.2,user1713@yahoo.com,Phoenix,Female,TRUE
678,85,Customer_85,53,70603.09,2021-10-17,IT,67,user84@outlook.com,Chicago,Other,FALSE
679,1703,Customer_1703,25,43494.74,30-Jul-2020,Finance,7.5,user1702@yahoo.com,Houston,Female,FALSE
680,988,Customer_988,67,46272.43,2021-08-26,Operations,13.3,user987@company.com,San Diego,Male,TRUE
681,330,Customer_330,76,41512.58,TBD,Marketing,43.4,user329@outlook.com,,Other,TRUE
682,7,,78,85635.95,01-25-2015,Support,A,user6@yahoo.com,Chicago,Male,FALSE
683,760,Customer_760,49,66755.78,2022-06-07,IT,2.4,user759@outlook.com,Los Angeles,Male,FALSE
684,773,Customer_773,79,61690,2021-03-20 00:00:00,IT,6.8,user772@company.com,San Jose,Other,TRUE
685,933,Customer_933,71,73579.48,2017-01-08 00:00:00,HR,9.1,user932@gmail.com,Philadelphia,Other,TRUE
686,1844,Customer_1844,45,66009.84,2018-08-24,Marketing,4.8,user1843@company.com,Phoenix,Other,FALSE
687,452,Customer_452,22,28059.57,2018-01-24,Finance,10.6,user451@company.com,Chicago,Other,FALSE
688,491,,48,60595.88,not a date,Operations,51.2,user490@yahoo.com,Phoenix,Male,TRUE
689,1504,Customer_1504,48,61810.21,2018-07-11,Marketing Dept,45.8,user1503@outlook.com,Chicago,Female,FALSE
690,288,Customer_288,71,79239.38,2015-09-04,Sales,43.8,user287@company.com,Philadelphia,Other,FALSE
691,1854,Customer_1854,70,67245.09,2021-02-15,HR,40.5,user1853@company.com,New York,Other,FALSE
692,1356,Customer_1356,old,66595.2,2017-02-06,Finance,48.7,user1355@company.com,Phoenix,Male,TRUE
693,1388,Customer_1388,73,fifty thousand,2018-12-14,H R,59.6,user1387@company.com,San Antonio,Other,FALSE
694,808,Customer_808,40,59120.22,2019/01/22,HR,55.3,user807@company.com,New York,Male,TRUE
695,1360,Customer_1360,27,"$44,189",2020-11-14,Operations,82.9,user1359@yahoo.com,Chicago,Female,TRUE
696,963,Customer_963,44,51885.53,,Operations,6.7,user962@yahoo.com,San Antonio,Male,FALSE
697,1727,CUSTOMER_1727,71,61730.35,2017-12-19,Sales,56.2,user1726@company.com,Philly,Female,TRUE
698,814,Customer_814,59,64581.75,Jan 13 2020,Finance,91.8,user813@gmail.com,Dallas,Female,TRUE
699,1484,Customer_1484,55,56996.41,,IT,80.5,user1483@company.com,Philadelphia,Male,FALSE
700,939,Customer_939,29,82910.27,2015-01-26,Operations,3.1,user938@yahoo.com,San Jose,Male,TRUE
701,1104,,59,47988.48,19/08/2021,Operations,35,user1103@company.com,Los Angeles,Other,TRUE
702,1675,Customer_1675,46,51866.07,2021-04-19 00:00:00,HR,93.9,user1674@outlook.com,Phoenix,Female,FALSE
703,328,,37,49128.62,13/01/2020,HR,76.8,user327@company.com,Houston,Female,FALSE
704,443,Customer_443,44,80344.55,,HR,33.7,user442@yahoo.com,Los Angeles,Other,FALSE
705,1478,Customer_1478,27,78534.02,2021-10-24,IT,25.7,user1477@yahoo.com,San Jose,Female,FALSE
706,1095,Customer_1095,69,58028.49,2018-07-18,Sales,70.6,,Chicago,Female,FALSE
707,943,Customer_943,25,80827.77,20220516,IT,25.4,user942@company.com,Dallas,Other,FALSE
708,1433,Customer_1433,32,33719.37,2022-10-05,Finance,35.6,user1432@yahoo.com,New York,Other,TRUE
709,178,Customer_178,20,40318.5,2022-09-29,Operations,29.5,user177@company.com,Los Angeles,Other,FALSE
710,1341,Customer_1341,64,67493.49,2021-01-04,Finance,30.1,user1340@company.com,Phoenix,Female,FALSE
711,1365,Customer_1365,19,52447.31,2020-09-09 00:00:00,Finance,43.1,user1364@outlook.com,Chicago,Other,FALSE
712,87,Customer_87,57,58444.42,2016-04-14,Operations,77.4,user86@gmail.com,Los Angeles,Other,TRUE
713,1429,Customer_1429,78,51730.72,2019-05-03,Marketing,58.4,user1428@gmail.com,Phoenix,Female,FALSE
714,1930,Customer_1930,72,35979.79,,Finance,29.6,user1929@yahoo.com,San Diego,Female,FALSE
715,458,Customer_458,52,50498.59,2021-03-07,HR,99,user457@yahoo.com,Dallas,Male,TRUE
716,1857,Customer_1857,43,29500.6,2022-08-20,Marketing,38.1,user1856@company.com,Philadelphia,Other,FALSE
717,55,Customer_55,20,88535.12,20171030,Operations,5.4,user54@gmail.com,New York,Male,FALSE
718,1525,Customer_1525,60,28324.74,2017-03-30,Finance,39.3,user1524@outlook.com,Houston,Female,TRUE
719,644,Customer_644,79,59710.79,2022-04-01,Sales,27.2,user643@company.com,Chicago,Female,FALSE
720,678,Customer_678,33,,2019-02-07 00:00:00,IT,46.7,user677@outlook.com,Philadelphia,,TRUE
721,222,Customer_222,70,66521.86,,HR,86.3,user221@gmail.com,New York,Male,FALSE
722,114,Customer_114,57,52471.66,2019-10-21,HR,36.6,user113@gmail.com,New York,Other,TRUE
723,1974,Customer_1974,26,47739.26,2016-10-27,HR,22,user1973@outlook.com,San Antonio,Male,TRUE
724,1246,Customer_1246,37,68552.21,2020-01-13,Finance,60.6,user1245@outlook.com,Dallas,Female,FALSE
725,1895,Customer_1895,19,30214.49,2019-12-17,Sales,150,user1894@company.com,San Jose,Male,FALSE
726,175,Customer_175,54,47933.38,,Finance,85.6,user174@outlook.com,Philadelphia,Female,TRUE
727,1147,Customer_1147,,86235.23,2019-11-29,Marketing,37.6,user1146@outlook.com,Houston,Female,TRUE
728,590,Customer_590,36,53862.74,,Operations,66.6,user589@outlook.com,Los Angeles,Female,TRUE
729,1583,Customer_1583,27,37211.33,2020-10-20,IT,15.5,user1582@company.com,San Diego,Male,FALSE
730,19,Customer_19,41,44834.36,21/11/2019,Support,73.6,user18@gmail.com,Phoenix,Male,TRUE
731,424,Customer_424,24,,2016-06-20,Marketing,69.4,user423@gmail.com,Los Angeles,Male,FALSE
732,1362,Customer_1362,19,fifty thousand,2015-10-05,HR,Excellent,user1361@yahoo.com,Houston,Other,TRUE
733,458,,19,41581.55,20210518,Sales,4.7,user285@outlook.com,New York,Male,TRUE
734,1607,Customer_1607,71,34263.1,2017-10-23 00:00:00,HR,62.1,user1606@gmail.com,,Female,FALSE
735,429,Customer_429,29,43770.47,2016/05/12,Support,91.1,user428@company.com,Dallas,,TRUE
736,1533,Customer_1533,50,69512.32,2022-08-25 00:00:00,Operations,23.1,user1532@gmail.com,Los Angeles,Female,TRUE
737,765,,30,60269.33,2015-03-29,IT,75.2,user764@yahoo.com,Houston,Other,TRUE
738,670,Customer_670,36,63758.29,2020-04-02,Marketing,30.7,user669@gmail.com,Phoenix,Male,TRUE
739,32,Customer_32,29,51254.03,2015-04-21,Marketing,40.7,user31@outlook.com,Los Angeles,Female,FALSE
740,1861,Customer_1861,57,61683.08,,Support,98.6,user1860@gmail.com,,Other,FALSE
741,723,Customer_723,27,35084.26,,Support,55.8,user722@gmail.com,San Jose,Male,FALSE
742,1684,CUSTOMER_1684,51,56885.5,2016-07-31,Finance,3,user@domain,Philadelphia,Female,TRUE
743,215,Customer_215,39,49950.66,01-13-2020,IT,9.2,user214@company.com,Houston,Female,FALSE
744,830,Customer_830,27,44390.42,2022-12-27 00:00:00,Marketing,5.9,user829@yahoo.com,Phoenix,Male,TRUE
745,1264,Customer_1264,36,64462.24,,Marketing,18.6,user1263@company.com,Dallas,Female,FALSE
746,1651,Customer_327,20,66848.5,Jan 13 2020,Finance,10.8,user326@gmail.com,San Jose,Male,FALSE
747,561,Customer_561,71,53164.8,2019/01/08,Operations,44.2,user560@gmail.com,Los Angeles,Female,TRUE
748,1305,Customer_1305,,32129.42,2016-08-21 00:00:00,IT,75.9,user1304@yahoo.com,Phoenix,Male,FALSE
749,701,Customer_701,18,54700.37,2018-09-05,Finance,52.5,user700@yahoo.com,Houston,Male,TRUE
750,1164,Customer_1164,23,42064.71,2018-10-02,IT,7.3,,San Antonio,Male,TRUE
751,1207,Customer_1207,41,52948.25,2015-03-16,Support,18.5,user1206@yahoo.com,San Diego,Other,FALSE
752,342,Customer_342,57,51514.01,03-Apr-2020,Support,23.4,user341@outlook.com,San Diego,Other,TRUE
